Entry	Rhea ID	Organism	Protein names
P33897	RHEA:67072 RHEA:67080 RHEA:40787 RHEA:67088 RHEA:40791 RHEA:67084 RHEA:40783 RHEA:67092	Homo sapiens (Human)	ATP-binding cassette sub-family D member 1 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy protein) (ALDP)
P39105	RHEA:15177 RHEA:32987 RHEA:32979 RHEA:32983 RHEA:32975 RHEA:40879 RHEA:40435 RHEA:41223	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	Lysophospholipase 1 (EC 3.1.1.5) (Phospholipase B 1)
P47711	RHEA:44604 RHEA:40911 RHEA:40815 RHEA:40431 RHEA:45424 RHEA:45472 RHEA:44524 RHEA:40919 RHEA:15801 RHEA:41223 RHEA:38779 RHEA:40811 RHEA:41231	Cavia porcellus (Guinea pig)	Phospholipase A2, membrane associated (EC 3.1.1.4) (GIIC sPLA2) (Group IIA phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 2A)
P47712	RHEA:15801 RHEA:36231 RHEA:15177 RHEA:40427 RHEA:41075 RHEA:40519 RHEA:40811 RHEA:41307 RHEA:41071 RHEA:41067 RHEA:41123 RHEA:40451 RHEA:40435 RHEA:53704 RHEA:53700 RHEA:53696 RHEA:53692 RHEA:53688 RHEA:41271 RHEA:41099 RHEA:41087	Homo sapiens (Human)	Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)]
P47713	RHEA:15801 RHEA:36231 RHEA:15177 RHEA:40427 RHEA:41075 RHEA:40519 RHEA:40811 RHEA:41307 RHEA:41071 RHEA:41067 RHEA:41123 RHEA:40451 RHEA:40435 RHEA:53704 RHEA:53700 RHEA:53696 RHEA:53692 RHEA:53688 RHEA:41271 RHEA:41099 RHEA:41087	Mus musculus (Mouse)	Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)]
P48410	RHEA:67072 RHEA:67080 RHEA:40787 RHEA:67088 RHEA:40791 RHEA:67084 RHEA:40783 RHEA:67092	Mus musculus (Mouse)	ATP-binding cassette sub-family D member 1 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy protein) (ALDP)
P50393	RHEA:15801 RHEA:36231 RHEA:15177 RHEA:40427 RHEA:41075 RHEA:40519 RHEA:40811 RHEA:41307 RHEA:41071 RHEA:41067 RHEA:41123 RHEA:40451 RHEA:40435 RHEA:53704 RHEA:53700 RHEA:53696 RHEA:53692 RHEA:53688 RHEA:41271 RHEA:41099 RHEA:41087	Rattus norvegicus (Rat)	Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)]
P53761	RHEA:21204 RHEA:17777 RHEA:43216 RHEA:43224 RHEA:53448 RHEA:53456 RHEA:53464 RHEA:53460 RHEA:53468 RHEA:53472 RHEA:53476 RHEA:53516 RHEA:53520 RHEA:40811 RHEA:40427 RHEA:53636	Oryctolagus cuniculus (Rabbit)	Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (1-alkyl-2-acetylglycerophosphocholine esterase) (EC 3.1.1.47) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase)
P53816	RHEA:15801 RHEA:18689 RHEA:41223 RHEA:40487 RHEA:38783 RHEA:38779 RHEA:40427 RHEA:40571 RHEA:40815 RHEA:45164 RHEA:40431 RHEA:41348 RHEA:53496 RHEA:53500 RHEA:53524 RHEA:53528 RHEA:54544 RHEA:56432 RHEA:56436 RHEA:56440 RHEA:56444 RHEA:40811 RHEA:40971 RHEA:56448 RHEA:41384 RHEA:40923 RHEA:41360 RHEA:56428	Homo sapiens (Human)	Phospholipase A and acyltransferase 3 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (Adipose-specific phospholipase A2) (AdPLA) (Group XVI phospholipase A1/A2) (H-rev 107 protein homolog) (H-REV107) (HREV107-1) (HRAS-like suppressor 1) (HRAS-like suppressor 3) (HRSL3) (HREV107-3) (Renal carcinoma antigen NY-REN-65)
P53817	RHEA:15801 RHEA:18689 RHEA:41223 RHEA:40487 RHEA:38783 RHEA:38779 RHEA:40427 RHEA:40571 RHEA:40815 RHEA:45164 RHEA:40431 RHEA:41348 RHEA:53496 RHEA:53500 RHEA:53524 RHEA:53528 RHEA:54544 RHEA:56432 RHEA:56436 RHEA:56440 RHEA:56444 RHEA:40811 RHEA:40971 RHEA:56448 RHEA:41384 RHEA:40923 RHEA:41360 RHEA:56428	Rattus norvegicus (Rat)	Phospholipase A and acyltransferase 3 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (Group XVI phospholipase A2) (H-rev 107 protein homolog) (HRAS-like suppressor 3) (HRSL3) (Rat LRAT-like protein-3) (RLP-3)
P55096	RHEA:67680 RHEA:67684 RHEA:67072 RHEA:67080 RHEA:40419 RHEA:86875 RHEA:40415 RHEA:67688 RHEA:67696 RHEA:67692 RHEA:67712 RHEA:67708 RHEA:67700 RHEA:67704 RHEA:40783 RHEA:67092 RHEA:40787 RHEA:67088 RHEA:40791 RHEA:67084	Mus musculus (Mouse)	ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (68 kDa peroxisomal membrane protein) (PMP68) (70 kDa peroxisomal membrane protein) (PMP70)
